date_time_published_gmt,message_id,categories,mile_markers,river_name,mile_marker_min,mile_marker_max,geographic_area,originator,criticality,notes
2023-06-16 05:47:32,SEC LMR BNM 0026-23,shoaling;draft restriction,MM 303;MM 869;RED 1,MISSISSIPPI-LO,303.0,869.0,MM 869-303 LM,Lower Mississippi,SCHEDULED,"1A. P 122043Z JUN 23 (0021-23) 1. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR MM 303 TO MM 869.   A. DRAFTS NO GREATER THAN 11’ 6 FT.  B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. 2. THE US COAST GUARD CAPTAIN OF THE PORT (COTP) LOWER MISSISSIPPI RIVER (LMR) IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LOWER MISSISSIPPI RIVER AND RECOMMENDS THE FOLLOWING LIMITS FOR TOWS TRANSITING THE LOWER MISSISSIPPI RIVER MM 303 TO MM 869: A. DRAFTS NO GREATER THAN 11 Ft B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. 3. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. 4. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON. 5. CANCEL RED 1A.  BT"
2023-06-29 15:07:57,SEC LMR BNM 0031-23,dredging,,,,,LMR NN 725 - 726,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT DREDGE IOWA WILL BE WORKING IVO ENTRANCE OF MCKELLAR LAKE ON THE LMR.  TRAFFIC WILL BE ALLOWED TO PASS BETWEEN THE HOURS OF 12 AM TO 1 AM AND THE HOURS OF 12 PM TO 1 PM. MARINERS CAN CONTACT THE DREDGE IOWA ON MARINE VHF-FM ON CH-13, CH-16 OR CH-71."" BT"
2023-07-14 16:03:32,SEC LMR BNM 0040-23,dredging,MM 4.5,WHITE,4.5,4.5,MM 4.5 WHT,Lower Mississippi,SAFETY,1.GREAT LAKES DREDGE SANDPIPER WILL BE WORKING IVO MM 4.5 ON THE WHITE RIVER. 2.MARINERS SHOULD CONTACT THE DREDGE SANDPIPER 30 MINUTES PRIOR TO PASSING. BT
2023-07-17 17:22:33,SEC LMR BNM 0042-23,dredging,MM 526-530,MISSISSIPPI-LO,526.0,530.0,LMR MM 526-530,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 526-530. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APROXIMATELY 24 HOURS. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE. DREDGE JADWIN WILL COORDIN ATE QUEUE CLEARING AT THE CONCLUSION OF THE 24-HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUSTED TO TRANSIT THE AREA AT SFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN.  BT"
2023-07-21 00:18:30,SEC LMR BNM 0039-23 UPDATE-1,shoaling;draft restriction,MM 869;MM 725,MISSISSIPPI-LO,725.0,869.0,LMR MM 303-869,Lower Mississippi,UPDATE,"THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR. A. MM 869 TO 725 DRAFTS NO GREATER THAN 11 FT AND BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. B. MM 725 TO 303 DRAFTS NO GREATER THAN 11'6 FT AND BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.""  BT"
2023-07-24 17:16:23,SEC LMR BNM 0042-23 UPDATE-1,dredging,MM 782-777.2,MISSISSIPPI-LO,777.2,782.0,LMR MM 526-530,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWINWILL BE CONDUCTING DREDGING OPERATIONS IVO MM 782-777.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APROXIMATELY 36HOURS.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWINVIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THEQUEUE.4. DREDGE JADWIN WILL COORDIN ATE QUEUE CLEARING AT THE CONCLUSION OF THE36-HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUSTED TO TRANSIT THE AREA ATSFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITHDREDGE JADWIN. BT"
2023-08-02 15:32:28,SEC LMR BNM 0044-23,dredging,MM 740 - 744,MISSISSIPPI-LO,740.0,744.0,MM 740-744 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE HURLEY WILL BECONDUCTING DREDGING OPERATIONS IVO MM 740 - 744 BEGINNING ON THURSDAY AUGUST3RD AT 1800L.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT MV GEORGE C.GRUGETT VIA TELEPHONE AT 901 605 8570 OR MARINE VHF-FM ON CH-13 TO BE PLACED INTHE QUEUE.4. MV GEORGE C. GRUGETT WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS. BT"
2023-07-31 15:58:59,SEC LMR BNM 0039-23 UPDATE-2,shoaling;draft restriction,MM 869;MM 725,MISSISSIPPI-LO,725.0,869.0,LMR MM 303-869,Lower Mississippi,UPDATE,"THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR. MM 869 TO 725 DRAFTS NO GREATER THAN 10’6 FT AND BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. MM 725 TO 303 DRAFTS NO GREATER THAN 11 FT AND BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.  BT"
2023-08-03 14:10:25,SEC LMR BNM 0039-23 UPDATE-3,shoaling;draft restriction,MM 869;MM 725,MISSISSIPPI-LO,725.0,869.0,LMR MM 303-869,Lower Mississippi,UPDATE,"1. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR.A. MM 869 TO 725 DRAFTS NO GREATER THAN 11' FT AND BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.B. MM 725 TO 303 DRAFTS NO GREATER THAN 11'6 FT AND BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.2. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.3. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON BT"
2023-08-05 05:15:54,SEC LMR BNM 0046-23,shoaling,MM 483 LMR,MISSISSIPPI-LO,483.0,483.0,LMR MM 483,Lower Mississippi,SAFETY,COAST GUARD RECEIVED A REPORT OF SHOALING IVO MM 483 LMR ALL MARINERES ARE ADVISED TO TRANSIT THE AREA WITH CAUTION.  BT
2023-08-07 17:28:35,SEC LMR BNM 0039-23 UPDATE-4,shoaling,MM 869;MM 538,MISSISSIPPI-LO,538.0,869.0,LMR MM 303-869,Lower Mississippi,UPDATE,"1. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THECONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWINGRESTRICTIONS ON TOWS TRANSITING THE LMR.A. MM 869 TO 538 BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.B. MM 538 TO 303 NO RESTRICTIONS.2. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINEDDEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.3. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINEVHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUSCONDITIONS, OR MISSING ATON. BT"
2023-08-07 21:03:02,SEC LMR BNM 0044-23 UPDATE-2,dredging,MM 740 - 744.2,MISSISSIPPI-LO,740.0,744.2,MM 740-744 LMR,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE HURLEY WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 740 - 744.2. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT MV GEORGE C. GRUGETT VIA TELEPHONE AT 901 605 8570 OR MARINE VHF-FM ON CH-13 PRIOR TO TRANSITING.3. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS. BT"
2023-08-09 10:33:33,SEC NOLA BNM 0520-23,dredging,MM 234.5,MISSISSIPPI-LO,234.5,234.5,LA - LOWER MISSISSIPPI RIVER,Lower Mississippi,SAFETY,"DUSTPAN DREDGE WALLACE MCGEORGE WILL BE PERFORMING DREDGING OPERATIONS ON THE LOWER MISSISSIPPI RIVER AT WILKERSON POINT NEAR MM 234.5 UNTIL FURTHER NOTICE. THE DREDGE WILL WORK 24 HOURS A DAY, 7 DAYS A WEEK. MARINERS ARE URGED TO TRANSIT AT SLOWEST SAFE SPEED TO MINIMIZE WAKE IN THIS AREA. DREDGE WALLACE MCGEORGE WILL BE MONITORING VHF CHANNELS 16 AND 67. FOR ADDITIONAL INFORMATION, MARINERS MAY CONTACT MICHELLE KORNICK AT 504-862-1842. CANCEL AT//152300Z AUG 23//  BT"
2023-08-08 18:26:13,SEC LMR BNM 0047-23,dredging,MM 535-545,MISSISSIPPI-LO,535.0,545.0,MM 545 - 535 LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 535-545 THE MORNING OF AUGUST 9TH. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24-HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN.  BT"
2023-08-05 17:17:54,SEC LMR BNM 0044-23 UPDATE-1,dredging,MM 740-744 LMR;MM 740 - 744,MISSISSIPPI-LO,740.0,744.0,MM 740-744 LMR,Lower Mississippi,UPDATE,"SUBJ: BROADCAST NOTICE TO MARINERS SEC LMR BNM 0044-23 UPDATE 02 MM 740-744 LMR MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE HURLEY WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 740 - 744.   BEGINNING AT 1200L ON AUGUST 5TH, ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS.   ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT MV GEORGE C. GRUGETT VIA TELEPHONE AT 901 605 8570 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE.   MV GEORGE C. GRUGETT WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD.   UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS.  BT"
2023-08-17 20:37:39,SEC LMR BNM 0049-23,dredging,,,,,YAZOO MM 2-4,Lower Mississippi,SAFETY,"SEC LMR BNM 0049-23MM 2-4 YAZOO1. MARINERS ARE ADVISED THAT THE US ARMY CORPS OF ENGINEERS DREDGE DUBUQUE WILL BE CONDUCTING DREDGING OPERATIONS IVO VICKSBURG NEW HARBOR 17AUG THROUGH 24AUG. AT COMPLETION, VICKSBURG OLD HARBOR WILL BE DREDGED 25AUG THROUGH 01SEPT. 2. ALL TRAFFIC WILL BE STOPPED DURING DAYLIGHT HOURS FOR A PERIOD OF 12HRS.3. ALL CONCERNED TRAFFIC TRANSITING THE AREA ARE DIRECTED TO CONTACT DREDGE DUBUQUE VIA MARINE VHF-FM CH-13. BT"
2022-12-01 20:09:24,SEC LMR BNM 0134-22,dredging,MM 545 LMR;MM 548.8 LMR;MM 542.8 LMR,MISSISSIPPI-LO,542.8,548.8,MM 545 LM,Lower Mississippi,SAFETY,MARINERS ARE ADVISED THAT THE DREDGE JADWIN WILL BE WORKING IVO MILLER BEND MM 545 LMR. THIS AREA IS RESTRICTED TO ONE WAY TRAFFIC. VESSELS TRANSITING THE AREA ARE REQUESTED TO CONTACT DREDGE JADWIN TO MAKE PASSING ARRANGEMENTS AT THE FOLLOWING LOCATIONS: SOUTH BOUND VESSELS - AT MM 548.8 LMR. NORTH BOUND VESSELS - AT MM 542.8 LMR.  BT
2022-12-02 17:19:39,SEC LMR BNM 0135-22,dredging,MM 599 LMR,MISSISSIPPI-LO,599.0,599.0,LMR MM 599,Lower Mississippi,SCHEDULED,"MARINERS ARE ADVISED THAT GREAT LAKES DREDGE SANDPIPER WILL BE WORKING IVO MONGOMERTY POINT AT MM 599 LMR FROM 2 DEC TO 5 DEC. THE DISHARGE PIPE WILL BE LOCATED 50 FT OFF THE RDB. MARINERS ARE REQUESTED TO TRANSIT THE AREA WITH AS WIDE OF BERTH AS IS SAFE, AND TO PROCEED WITH CAUTION. THE DREDGE SANDPIPER CAN BE CONTACTED VIA MARINE VHF-FM ON CH-16 OR CH-79.""  CANCEL AT//162050Z DEC 22//  BT"
2022-12-07 21:02:32,SEC LMR BNM 0137-22,dredging,MM 538-555 LMR;MM 538;MM 555,MISSISSIPPI-LO,538.0,555.0,MM 538 - 555 LM,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE WORKING IVO MILLER BEND, BETWEEN MM 538-555 LMR BEGINNING DEC 8 AT 8 A.MTO ENSURE THE SAFETY ON THE NAVIGABLE WATER OF THE LOWER MISSISSIPPI RIVER, THE CHANNEL IS CLOSED TO ALL TRAFFIC BETWEEN MM 538 TO MM 555.MARINERS INTENDING TO TRANSIT THE AREA SHOULD CONTACT COAST GUARD SLMR QUEUE MANAGEMENT AT (202) 856-5324 TO BE ENTERED INTO THE QUEUE.BT"
2022-12-09 07:11:38,SEC LMR BNM 0137-22,dredging,,,,,,Lower Mississippi,CANCELLATION,1. CANCEL SEC LMR BNM 0137-22 DTG 072009Z DEC 22A. DREDGING HAS BEEN COMPLETED
2022-12-14 14:20:12,SEC LMR BNM 0139-22,dredging,MM 142.3,ARKANSAS,142.3,142.3,MM 142.3-142.9 AR,Lower Mississippi,SAFETY,"A. MARINERS ARE ADVISED THAT GREAT LAKES DREDGE SANDPIPER WILL BE WORKING MM 142.3 TO 142.9 ARKANSAS RIVER . THE DISHARGE PIPE WILL BE LOCATED INSIDE THE DIKES ON THE RDB. MARINERS ARE REQUESTED TO TRANSIT THE AREA WITH AS WIDE OF BERTH AS IS SAFE, AND TO PROCEED WITH CAUTION. THE DREDGE SANDPIPER CAN BE CONTACTED VIA MARINE VHF-FM ON CH-16 OR CH-79."
2022-12-27 14:29:31,SEC LMR BNM 0140-22,dredging,MM 222,ARKANSAS,222.0,222.0,MM 222 ARK,Lower Mississippi,SCHEDULED,"A. MARINERS ARE ADVISED THAT GREAT LAKES DREDGE SANDPIPER WILL BE WORKING MM 222 ARKANSAS RIVER . THE DISHARGE PIPE WILL BE LOCATED ON THE RDB. MARINERS ARE REQUESTED TO TRANSIT THE AREA WITH AS WIDE OF BERTH AS IS SAFE, AND TO PROCEED WITH CAUTION. THE DREDGE SANDPIPER CAN BE CONTACTED VIA MARINE VHF-FM ON CH-16 OR CH-79.""   CANCEL AT//101915Z JAN 23//  BT"
2023-02-03 16:29:07,SEC LMR BNM 0002-23,dredging,MM 347,ARKANSAS,347.0,347.0,MM 347 ARK,Lower Mississippi,SAFETY,"P {margin-top:0;margin-bottom:0;} MARINERS ARE ADVISED THAT GREAT LAKES DREDGE SANDPIPER WILL BE WORKING MM 347 ARKANSAS RIVER . THE DISHARGE PIPE WILL BE LOCATED ON THE RDB. MARINERS ARE REQUESTED TO TRANSIT THE AREA WITH AS WIDE OF BERTH AS IS SAFE, AND TO PROCEED WITH CAUTION. THE DREDGE SANDPIPER CAN BE CONTACTED VIA MARINE VHF-FM ON CH-16 OR CH-79.BT"
2022-09-15 13:05:45,SEC LMR BNM 0098-22,shoaling,MM 395.1-394.5 LMR;LMR 400,MISSISSIPPI-LO,394.5,400.0,MM 395.1-394.5 LMR,Lower Mississippi,SAFETY,"A. COAST GUARD RECEIVED A REPORT OF SHOALING FROM MM 395.1-394.5 LMR 400 FT OFF OF THE LDB. B. MARINERS SHOULD TRANSIT WITH CAUTION, AND ARE ADVISED THAT US ARMY CORPS OF ENGINEERS MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.C. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA CH-16 OR VIA TEL866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.BT"
2022-09-15 18:21:56,SEC LMR BNM 0100-22,shoaling,MM 543 -303 LMR,MISSISSIPPI-LO,303.0,543.0,MM 543 -303 LMR,Lower Mississippi,SAFETY,"A. THE CG COTP LMR IS ISSUING A LOW WATER SAFETY ADVISORY FOR MM 543 -303 LMR. B. MARINERS SHOULD TRANSIT WITH CAUTION, AND ARE ADVISED THAT US ARMY CORPS OF ENGINEERS MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. C. MARINERS ARE ADVISED TO MONITOR ALL GAUGE READINGS FOR SAFE NAVIGATION AND ARE REQUESTED  TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON  BT"
2022-09-15 18:21:38,SEC LMR BNM 0099-22,shoaling;draft restriction,MM 585-543 LMR,MISSISSIPPI-LO,543.0,585.0,MM 585-543 LMR,Lower Mississippi,SAFETY,"A. THE COTP LOWER MISSISSIPPI RIVER IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LMR FROM MM 585-543 LMR AND RECOMMENDS THAT TOW DRAFTS BE NO GREATER THAN 11FT 6IN WITH BARGE CONFIGURATION NOT TO EXCEED 7 WIDE. B. ALL BARGES THAT ARE CURRENTLY IN THE SYSTEM WITH DRAFTS GREATER THAN THE ADVISED DEPTHS  DEPTHS SHOULD BE PLACED ON INBOARD STRINGS.  C. MARINERS SHOULD TRANSIT WITH CAUTION, AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND  WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. D. MARINERS ARE ADVISED TO MONITOR ALL GAUGE READINGS FOR SAFE NAVIGATION AND ARE REQUESTED TO  CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.  BT"
2022-09-20 15:23:21,SEC LMR BNM 0102-22,shoaling;draft restriction,MM 537;MM 869;MM 303,MISSISSIPPI-LO,303.0,869.0,MM 869-303 LMR,Lower Mississippi,SAFETY,"1. THE US COAST GUARD CAPTAIN OF THE PORT (COTP) LOWER MISSISSIPPI RIVER (LMR) IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LOWER MISSISSIPPI RIVER. 2. THE COTP, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, RECOMMENDS THE FOLLOWING LIMITS FOR SOUTH BOUND TOWS TRANSITING THE LOWER MISSISSIPPI RIVER.3. FOR TOWS TRANSITNG FROM MM 537 TO MM 869:A. DRAFTS NO GREATER THAN 10 FT 6 IN.B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.4. FOR TOWS TRANSITNG FROM MM 303 TO MM 537:A. DRAFTS NO GREATER THAN 11 FT 6 IN.B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.5. ALL BARGES THAT ARE CURRENTLY IN THE SYSTEM WITH DRAFTS GREATER THAN THE ADVISED DEPTHS SHALL BE PLACED ON INBOARD STRINGS.6. MARINERS SHOULD TRANSIT WITH CAUTION, AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.7. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.BT"
2022-09-20 15:23:10,SEC LMR BNM 0101-22,shoaling;draft restriction,MM 537;MM 869,MISSISSIPPI-LO,537.0,869.0,MM 537-869 LMR,Lower Mississippi,SAFETY,"1. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS:2. FOR TOWS TRANSITNG FROM MM 537 TO MM 869:A. DRAFTS NO GREATER THAN 11 FT.B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.3. MARINERS SHOULD TRANSIT WITH CAUTION, AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.4. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.BT"
2022-09-22 15:44:22,SEC LMR BNM 0104-22,shoaling,MM 791.1,MISSISSIPPI-LO,791.1,791.1,MM 791.1 LMR,Lower Mississippi,SAFETY,"A. THE CG CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER IS ISSUING A SAFETY ADVISORY FOR A CHANNEL DEPTH OF 12 FT ON THE SAILING LINE MM 791.1. B. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE REQUESTED TO CONTACT CG WESTERN RIVERS VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS OR MISSING ATON.   BT"
2022-09-22 15:57:19,SEC LMR BNM 0105-22,shoaling,MM 791.1,MISSISSIPPI-LO,791.1,791.1,MM 791.1 LMR,Lower Mississippi,SAFETY,"A. THE CG CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER IS ISSUING A SAFETY ADVISORY FOR A CHANNELDEPTH OF 12 FT ON THE SAILING LINE MM 791.1.B. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE REQUESTED TO CONTACT CG WESTERN RIVERSVIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUSCONDITIONS OR MISSING ATON.BT"
2022-09-24 17:41:18,SEC LMR BNM 0107-22,shoaling,MM 494.9 LMR,MISSISSIPPI-LO,494.9,494.9,MM 494.9 LMR,Lower Mississippi,SAFETY,SHOALING HAS BEEN REPORTED IVO MM 494.9 LMR MID CHANNEL OFF THE GREEN BUOY LINE. MARINERS ARE REQUESTED TO TRANSIT THE AREA WITH EXTREME CAUTION.   CANCEL AT//081848Z OCT 22//  BT
2022-09-24 19:40:36,SEC LMR BNM 0108-22,shoaling;draft restriction,MM 537;MM 869;MM 303,MISSISSIPPI-LO,303.0,869.0,MM 869-303 LMR,Lower Mississippi,SAFETY,"1. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS:2. FOR TOWS TRANSITNG FROM MM 537 TO MM 869:A. DRAFTS NO GREATER THAN 11 FT.B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.3. FOR TOWS TRANSITNG FROM MM 303 TO MM 537:A. DRAFTS NO GREATER THAN 11 FT 6 IN.B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.4. MARINERS SHOULD TRANSIT WITH CAUTION, AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.4. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATONBT"
